"COUNTRY","Country","AGE","Age","INTENSITY","Intensity","SEX","Sex","ISC11_LEVEL","Level of education","ORIENTATION","Category of education","INDICATOR","Indicator ","YEAR","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"SAU","Saudi Arabia","Y0T2_OECD","0 to 2 years","_T","Full- and part-time","F","Women","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,0,,
"SAU","Saudi Arabia","Y0T2_OECD","0 to 2 years","_T","Full- and part-time","M","Men","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,0,,
"SVN","Slovenia","Y0T2_OECD","0 to 2 years","_T","Full- and part-time","_T","Total","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,36.7,,
"SVN","Slovenia","Y0T2_OECD","0 to 2 years","_T","Full- and part-time","F","Women","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,36.5,,
"SVN","Slovenia","Y0T2_OECD","0 to 2 years","_T","Full- and part-time","M","Men","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,36.8,,
"ZAF","South Africa","Y0T2_OECD","0 to 2 years","_T","Full- and part-time","_T","Total","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,,"x","Data included in another category"
"ZAF","South Africa","Y0T2_OECD","0 to 2 years","_T","Full- and part-time","F","Women","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,,"x","Data included in another category"
"ZAF","South Africa","Y0T2_OECD","0 to 2 years","_T","Full- and part-time","M","Men","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,,"x","Data included in another category"
"AUS","Australia","Y3T4_OECD","3 to 4 years","_T","Full- and part-time","_T","Total","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,77.3,,
"AUS","Australia","Y3T4_OECD","3 to 4 years","_T","Full- and part-time","F","Women","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,77.2,,
"AUS","Australia","Y3T4_OECD","3 to 4 years","_T","Full- and part-time","M","Men","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,77.5,,
"AUT","Austria","Y3T4_OECD","3 to 4 years","_T","Full- and part-time","_T","Total","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,82.2,,
"AUT","Austria","Y3T4_OECD","3 to 4 years","_T","Full- and part-time","F","Women","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,82.6,,
"AUT","Austria","Y3T4_OECD","3 to 4 years","_T","Full- and part-time","M","Men","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,81.9,,
"BEL","Belgium","Y3T4_OECD","3 to 4 years","_T","Full- and part-time","_T","Total","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,97.8,,
"BEL","Belgium","Y3T4_OECD","3 to 4 years","_T","Full- and part-time","F","Women","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,97.9,,
"BEL","Belgium","Y3T4_OECD","3 to 4 years","_T","Full- and part-time","M","Men","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,97.7,,
"CZE","Czech Republic","Y3T4_OECD","3 to 4 years","_T","Full- and part-time","_T","Total","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,76.1,"x","Data included in another category"
"CZE","Czech Republic","Y3T4_OECD","3 to 4 years","_T","Full- and part-time","F","Women","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,76.5,"x","Data included in another category"
"CZE","Czech Republic","Y3T4_OECD","3 to 4 years","_T","Full- and part-time","M","Men","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,75.7,"x","Data included in another category"
"DNK","Denmark","Y3T4_OECD","3 to 4 years","_T","Full- and part-time","_T","Total","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,96.9,,
"DNK","Denmark","Y3T4_OECD","3 to 4 years","_T","Full- and part-time","F","Women","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,97.2,,
"DNK","Denmark","Y3T4_OECD","3 to 4 years","_T","Full- and part-time","M","Men","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,96.7,,
"FIN","Finland","Y3T4_OECD","3 to 4 years","_T","Full- and part-time","_T","Total","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,71.1,,
"FIN","Finland","Y3T4_OECD","3 to 4 years","_T","Full- and part-time","F","Women","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,71.1,,
"FIN","Finland","Y3T4_OECD","3 to 4 years","_T","Full- and part-time","M","Men","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,71.1,,
"FRA","France","Y3T4_OECD","3 to 4 years","_T","Full- and part-time","_T","Total","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,100.1,,
"FRA","France","Y3T4_OECD","3 to 4 years","_T","Full- and part-time","F","Women","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,100.3,,
"FRA","France","Y3T4_OECD","3 to 4 years","_T","Full- and part-time","M","Men","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,99.8,,
"DEU","Germany","Y3T4_OECD","3 to 4 years","_T","Full- and part-time","_T","Total","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,95.8,,
"DEU","Germany","Y3T4_OECD","3 to 4 years","_T","Full- and part-time","F","Women","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,96.3,,
"DEU","Germany","Y3T4_OECD","3 to 4 years","_T","Full- and part-time","M","Men","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,95.3,,
"GRC","Greece","Y3T4_OECD","3 to 4 years","_T","Full- and part-time","_T","Total","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,58.8,,
"GRC","Greece","Y3T4_OECD","3 to 4 years","_T","Full- and part-time","F","Women","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,25.1,,
"GRC","Greece","Y3T4_OECD","3 to 4 years","_T","Full- and part-time","M","Men","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,24.7,,
"HUN","Hungary","Y3T4_OECD","3 to 4 years","_T","Full- and part-time","_T","Total","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,86.6,,
"HUN","Hungary","Y3T4_OECD","3 to 4 years","_T","Full- and part-time","F","Women","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,86.8,,
"HUN","Hungary","Y3T4_OECD","3 to 4 years","_T","Full- and part-time","M","Men","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,86.4,,
"ISL","Iceland","Y3T4_OECD","3 to 4 years","_T","Full- and part-time","_T","Total","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,,"M","Missing value; data cannot exist"
"ISL","Iceland","Y3T4_OECD","3 to 4 years","_T","Full- and part-time","F","Women","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,,"M","Missing value; data cannot exist"
"ISL","Iceland","Y3T4_OECD","3 to 4 years","_T","Full- and part-time","M","Men","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,,"M","Missing value; data cannot exist"
"IRL","Ireland","Y3T4_OECD","3 to 4 years","_T","Full- and part-time","_T","Total","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,68.8,,
"IRL","Ireland","Y3T4_OECD","3 to 4 years","_T","Full- and part-time","F","Women","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,69.7,,
"IRL","Ireland","Y3T4_OECD","3 to 4 years","_T","Full- and part-time","M","Men","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,68,,
"ITA","Italy","Y3T4_OECD","3 to 4 years","_T","Full- and part-time","_T","Total","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,94.1,,
"ITA","Italy","Y3T4_OECD","3 to 4 years","_T","Full- and part-time","F","Women","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,93.1,,
"ITA","Italy","Y3T4_OECD","3 to 4 years","_T","Full- and part-time","M","Men","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,94.9,,
"JPN","Japan","Y3T4_OECD","3 to 4 years","_T","Full- and part-time","_T","Total","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,88.4,,
"JPN","Japan","Y3T4_OECD","3 to 4 years","_T","Full- and part-time","F","Women","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,90.5,,
"JPN","Japan","Y3T4_OECD","3 to 4 years","_T","Full- and part-time","M","Men","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,86.4,,
"KOR","Korea","Y3T4_OECD","3 to 4 years","_T","Full- and part-time","_T","Total","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,,"M","Missing value; data cannot exist"
"KOR","Korea","Y3T4_OECD","3 to 4 years","_T","Full- and part-time","F","Women","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,,"M","Missing value; data cannot exist"
"KOR","Korea","Y3T4_OECD","3 to 4 years","_T","Full- and part-time","M","Men","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,,"M","Missing value; data cannot exist"
"LUX","Luxembourg","Y3T4_OECD","3 to 4 years","_T","Full- and part-time","_T","Total","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,83.1,,
"LUX","Luxembourg","Y3T4_OECD","3 to 4 years","_T","Full- and part-time","F","Women","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,83.8,,
"LUX","Luxembourg","Y3T4_OECD","3 to 4 years","_T","Full- and part-time","M","Men","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,82.4,,
"MEX","Mexico","Y3T4_OECD","3 to 4 years","_T","Full- and part-time","_T","Total","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,66,,
"MEX","Mexico","Y3T4_OECD","3 to 4 years","_T","Full- and part-time","F","Women","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,67,,
"MEX","Mexico","Y3T4_OECD","3 to 4 years","_T","Full- and part-time","M","Men","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,65.1,,
"NLD","Netherlands","Y3T4_OECD","3 to 4 years","_T","Full- and part-time","_T","Total","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,88.4,,
"NLD","Netherlands","Y3T4_OECD","3 to 4 years","_T","Full- and part-time","F","Women","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,88.3,,
"NLD","Netherlands","Y3T4_OECD","3 to 4 years","_T","Full- and part-time","M","Men","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,88.4,,
"NZL","New Zealand","Y3T4_OECD","3 to 4 years","_T","Full- and part-time","_T","Total","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,89.6,,
"NZL","New Zealand","Y3T4_OECD","3 to 4 years","_T","Full- and part-time","F","Women","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,90.6,,
"NZL","New Zealand","Y3T4_OECD","3 to 4 years","_T","Full- and part-time","M","Men","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,88.7,,
"NOR","Norway","Y3T4_OECD","3 to 4 years","_T","Full- and part-time","_T","Total","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,96.1,,
"NOR","Norway","Y3T4_OECD","3 to 4 years","_T","Full- and part-time","F","Women","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,96.1,,
"NOR","Norway","Y3T4_OECD","3 to 4 years","_T","Full- and part-time","M","Men","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,96.2,,
"POL","Poland","Y3T4_OECD","3 to 4 years","_T","Full- and part-time","_T","Total","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,64.7,,
"POL","Poland","Y3T4_OECD","3 to 4 years","_T","Full- and part-time","F","Women","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,65.5,,
"POL","Poland","Y3T4_OECD","3 to 4 years","_T","Full- and part-time","M","Men","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,64.1,,
"PRT","Portugal","Y3T4_OECD","3 to 4 years","_T","Full- and part-time","_T","Total","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,83.6,,
"PRT","Portugal","Y3T4_OECD","3 to 4 years","_T","Full- and part-time","F","Women","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,82.7,,
"PRT","Portugal","Y3T4_OECD","3 to 4 years","_T","Full- and part-time","M","Men","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,84.4,,
"SVK","Slovak Republic","Y3T4_OECD","3 to 4 years","_T","Full- and part-time","_T","Total","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,68.9,"x","Data included in another category"
"SVK","Slovak Republic","Y3T4_OECD","3 to 4 years","_T","Full- and part-time","F","Women","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,69.2,"x","Data included in another category"
"SVK","Slovak Republic","Y3T4_OECD","3 to 4 years","_T","Full- and part-time","M","Men","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,68.7,"x","Data included in another category"
"ESP","Spain","Y3T4_OECD","3 to 4 years","_T","Full- and part-time","_T","Total","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,96.5,,
"ESP","Spain","Y3T4_OECD","3 to 4 years","_T","Full- and part-time","F","Women","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,96.6,,
"ESP","Spain","Y3T4_OECD","3 to 4 years","_T","Full- and part-time","M","Men","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,96.4,,
"SWE","Sweden","Y3T4_OECD","3 to 4 years","_T","Full- and part-time","_T","Total","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,93.9,,
"SWE","Sweden","Y3T4_OECD","3 to 4 years","_T","Full- and part-time","F","Women","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,93.8,,
"SWE","Sweden","Y3T4_OECD","3 to 4 years","_T","Full- and part-time","M","Men","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,94,,
"CHE","Switzerland","Y3T4_OECD","3 to 4 years","_T","Full- and part-time","_T","Total","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,23.5,,
"CHE","Switzerland","Y3T4_OECD","3 to 4 years","_T","Full- and part-time","F","Women","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,23.9,,
"CHE","Switzerland","Y3T4_OECD","3 to 4 years","_T","Full- and part-time","M","Men","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,23,,
"TUR","Turkey","Y3T4_OECD","3 to 4 years","_T","Full- and part-time","_T","Total","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,20,,
"TUR","Turkey","Y3T4_OECD","3 to 4 years","_T","Full- and part-time","F","Women","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,20.1,,
"TUR","Turkey","Y3T4_OECD","3 to 4 years","_T","Full- and part-time","M","Men","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,19.9,,
"GBR","United Kingdom","Y3T4_OECD","3 to 4 years","_T","Full- and part-time","_T","Total","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,91.1,,
"GBR","United Kingdom","Y3T4_OECD","3 to 4 years","_T","Full- and part-time","F","Women","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,91.1,,
"GBR","United Kingdom","Y3T4_OECD","3 to 4 years","_T","Full- and part-time","M","Men","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,91.1,,
"USA","United States","Y3T4_OECD","3 to 4 years","_T","Full- and part-time","_T","Total","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,54.7,,
"USA","United States","Y3T4_OECD","3 to 4 years","_T","Full- and part-time","F","Women","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,56.3,,
"USA","United States","Y3T4_OECD","3 to 4 years","_T","Full- and part-time","M","Men","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,53.2,,
"BRA","Brazil","Y3T4_OECD","3 to 4 years","_T","Full- and part-time","_T","Total","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,67.8,,
"BRA","Brazil","Y3T4_OECD","3 to 4 years","_T","Full- and part-time","F","Women","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,66.8,,
"BRA","Brazil","Y3T4_OECD","3 to 4 years","_T","Full- and part-time","M","Men","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,68.8,,
"CHL","Chile","Y3T4_OECD","3 to 4 years","_T","Full- and part-time","_T","Total","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,69.3,,
"CHL","Chile","Y3T4_OECD","3 to 4 years","_T","Full- and part-time","F","Women","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,68.6,,
"CHL","Chile","Y3T4_OECD","3 to 4 years","_T","Full- and part-time","M","Men","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,69.9,,
"CHN","China (People's Republic of)","Y3T4_OECD","3 to 4 years","_T","Full- and part-time","_T","Total","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,0,,
"CHN","China (People's Republic of)","Y3T4_OECD","3 to 4 years","_T","Full- and part-time","F","Women","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,0,,
"CHN","China (People's Republic of)","Y3T4_OECD","3 to 4 years","_T","Full- and part-time","M","Men","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,0,,
"COL","Colombia","Y3T4_OECD","3 to 4 years","_T","Full- and part-time","_T","Total","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,0.4,"x","Data included in another category"
"COL","Colombia","Y3T4_OECD","3 to 4 years","_T","Full- and part-time","F","Women","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,0.4,"x","Data included in another category"
"COL","Colombia","Y3T4_OECD","3 to 4 years","_T","Full- and part-time","M","Men","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,0.4,"x","Data included in another category"
"EST","Estonia","Y3T4_OECD","3 to 4 years","_T","Full- and part-time","_T","Total","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,0,,
"EST","Estonia","Y3T4_OECD","3 to 4 years","_T","Full- and part-time","F","Women","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,0,,
"EST","Estonia","Y3T4_OECD","3 to 4 years","_T","Full- and part-time","M","Men","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,0,,
"IND","India","Y3T4_OECD","3 to 4 years","_T","Full- and part-time","_T","Total","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,,"M","Missing value; data cannot exist"
"IND","India","Y3T4_OECD","3 to 4 years","_T","Full- and part-time","F","Women","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,,"M","Missing value; data cannot exist"
"IND","India","Y3T4_OECD","3 to 4 years","_T","Full- and part-time","M","Men","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,,"M","Missing value; data cannot exist"
"IDN","Indonesia","Y3T4_OECD","3 to 4 years","_T","Full- and part-time","_T","Total","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,28.9,,
"IDN","Indonesia","Y3T4_OECD","3 to 4 years","_T","Full- and part-time","F","Women","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,29.2,,
"IDN","Indonesia","Y3T4_OECD","3 to 4 years","_T","Full- and part-time","M","Men","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,28.6,,
"ISR","Israel","Y3T4_OECD","3 to 4 years","_T","Full- and part-time","_T","Total","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,97.9,,
"ISR","Israel","Y3T4_OECD","3 to 4 years","_T","Full- and part-time","F","Women","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,98,,
